cas_rn,substance,regs,syns,used_for,FEMA No,GRAS Pub No,Most Recent GRAS Pub Update,FEMA status,JECFA Flavor Number
9000-30-0,"GUAR, GUM (CYAMOPSIS TETRAGONOLOBUS (L.))","['184.1339', ' 133.124 ,  133.178 ,  133.179']","['GUAR GUM', 'GUM GUAR', 'GUAR FLOUR', 'FLOUR', ' GUAR', 'GUM CYAMOPSIS']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'DRYING AGENT', 'EMULSIFIER OR EMULSIFIER SALT', 'FIRMING AGENT', 'FLAVOR ENHANCER', 'FORMULATION AID', 'HUMECTANT', 'STABILIZER OR THICKENER', 'TEXTURIZER']",2537,3,,,
9000-36-6,"KARAYA, GUM (STERCULIA URENS ROXB.)","['184.1349', ' 133.178 ,  133.179']","['KARAYA GUM', 'GUM KARAYA', 'STERCULIA GUM', 'KADAYA GUM', 'KULLO GUM', 'KATILO GUM', 'TRAGACANTH GUM', ' INDIAN', 'KUTEERAL GUM']","['EMULSIFIER OR EMULSIFIER SALT', 'FLAVOR ENHANCER', 'FORMULATION AID', 'STABILIZER OR THICKENER', 'TEXTURIZER']",2605,3,,,
50-21-5,LACTIC ACID,"['172.814', '178.101', '184.1061', ' 133.123 ,  133.124 ,  133.129 ,  133.169 ,  133.173 ,  133.178 ,  133.179']","['LACTIC ACID', '2-HYDROXYPROPIONIC ACID', 'LACTIC ACID USP', 'ALPHA-HYDROXYPROPIONIC ACID', '2-HYDROXYPROPANOIC ACID', 'PROPANOIC ACID', ' 2-HYDROXY-']","['ANTIMICROBIAL AGENT', 'CURING OR PICKLING AGENT', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'PH CONTROL AGENT', 'SOLVENT OR VEHICLE']",2611,3,25.0,,930
9000-40-2,LOCUST (CAROB) BEAN GUM,"['182.2', '184.1343', '186.1343', '240.1051', ' 133.178 ,  133.179']","['CAROB BEAN GUM', 'ALGAROBA', 'CAROB FLOUR', ""ST. JOHN'S BREAD GUM"", 'LOCUST BEAN FLOUR', 'CAROB', 'CERATONIA SILIQUA GUM', 'CAROB GUM', 'CAROB BEAN FLOUR', 'LOCUST GUM']","['EMULSIFIER OR EMULSIFIER SALT', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'SOLVENT OR VEHICLE', 'STABILIZER OR THICKENER', 'TEXTURIZER']",2648,3,,,
99-76-3,METHYL P-HYDROXYBENZOATE,"['172.515', '181.23', '184.149']","['METHYLPARABEN', 'METHYL P-HYDROXYBENZOATE', 'BENZOIC ACID', ' 4-HYDROXY-', ' METHYL ESTER', 'METHYL 4-HYDROXYBENZOATE', 'BENZOIC ACID', ' P-HYDROXY-', ' METHYL ESTER']","['ANTIMICROBIAL AGENT', 'FLAVORING AGENT OR ADJUVANT']",2710,3,,,
9000-69-5,PECTIN,"['173.385', '184.1588', ' 135.140 ,  145.116 ,  145.126 ,  145.131 ,  145.136 ,  145.171 ,  145.181 ,  150.110 ,  150.140 ,  150.160']","['PECTIN', 'PECTINIC ACID', 'METHOXYPECTIN', 'METHYL PECTINATE', 'PECTINE', 'PECTIN', ' FRUIT', 'FRUIT PECTIN']","['EMULSIFIER OR EMULSIFIER SALT', 'FIRMING AGENT', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'SOLVENT OR VEHICLE', 'STABILIZER OR THICKENER', 'TEXTURIZER']",,,,,
868-14-4,POTASSIUM ACID TARTRATE,['184.1077'],"['POTASSIUM BITARTRATE', 'CREAM OF TARTAR', 'POTASSIUM ACID TARTRATE', 'BUTANEDIOIC ACID', ' 2', '3-DIHYDROXY- (R-(R*', 'R*))-', ' MONOPOTASSIUM SALT', 'MONOPOTASSIUM 2', '3-DIHYDROXYBUTANEDIOATE', ' (R-(R*', 'R*))-', 'TARTARIC ACID', ' MONOPOTASSIUM SALT', 'MONOPOTASSIUM TARTRATE', 'POTASSIUM HYDROGEN TARTRATE', 'POTASSIUM L-BITARTRATE', 'POTASSIUM L-TARTRATE (KC4H5O6)', 'TARTRATE', ' POTASSIUM ACID']","['EMULSIFIER OR EMULSIFIER SALT', 'NUTRIENT SUPPLEMENT', 'PH CONTROL AGENT']",,,,,
7447-40-7,POTASSIUM CHLORIDE,"['184.1622', '166.110']","['POTASSIUM CHLORIDE', 'CHLORURE DE POTASSIUM', 'POTASSIUM CHLORIDE (KCL)', 'InChI=1S/ClH.K/h1H', '/q', '+1/p-1', 'InChIKey: WCUXLLCKKVVCTQ-UHFFFAOYSA-M']","['ENZYME', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'MALTING OR FERMENTING AID', 'NUTRIENT SUPPLEMENT', 'PH CONTROL AGENT', 'PROCESSING AID', 'STABILIZER OR THICKENER']",,,,,
6100-05-6,POTASSIUM CITRATE,"['175.3', '184.1625', ' 133.169 ,  133.173 ,  133.179']","['POTASSIUM CITRATE', 'POTASSIUM CITRATE MONOHYDRATE', 'TRIPOTASSIUM CITRATE MONOHYDRATE', 'CITRIC ACID', ' TRIPOTASSIUM SALT', ' MONOHYDRATE', '1', '2', '3-PROPANETRICARBOXYLIC ACID', ' 2-HYDROXY-', ' TRIPOTASSIUM SALT', ' MONOHYDRATE', 'TRIPOTASSIUM 2-HYDROXY-1', '2', '3-PROPANETRICARBOXYLATE MONOHYDRATE', 'CITRATE', ' POTASSIUM']","['EMULSIFIER OR EMULSIFIER SALT', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'NUTRIENT SUPPLEMENT', 'PH CONTROL AGENT', 'SEQUESTRANT']",,,,,
24634-61-5,POTASSIUM SORBATE,"['182.364', '182.9', ' 133.118 ,  133.123 ,  133.124 ,  133.169 ,  133.173 ,  133.179 ,  133.187 ,  133.188 ,  166.110']","['POTASSIUM SORBATE', 'POTASSIUM 2', '4-HEXADIENOATE', ' (E', 'E)-', '2', '4-HEXADIENOIC ACID', ' POTASSIUM SALT', ' (E', 'E)-', 'SORBIC ACID', ' POTASSIUM SALT']","['ANTIMICROBIAL AGENT', 'ANTIOXIDANT', 'COLOR OR COLORING ADJUNCT', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'NUTRIENT SUPPLEMENT', 'PH CONTROL AGENT']",2921,3,,,
94-13-3,PROPYL P-HYDROXYBENZOATE,"['172.515', '181.23', '184.167']","['PROPYLPARABEN', 'PROPYL P-HYDROXYBENZOATE', 'BENZOIC ACID', ' 4-HYDROXY-', ' PROPYL ESTER', 'PROPYL 4-HYDROXYBENZOATE', 'BENZOIC ACID', ' P-HYDROXY-', ' PROPYL ESTER']","['ANTIMICROBIAL AGENT', 'FLAVORING AGENT OR ADJUVANT']",2951,3,,,
81-07-2,SACCHARIN,"['172.812', '180.37', ' 145.116 ,  145.126 ,  145.131 ,  145.136 ,  145.171 ,  145.176 ,  145.181']","['SACCHARIN', '1', '2-BENZISOTHIAZOLIN-3-ONE 1', '1-DIOXIDE', 'BENZOSULFIMIDE', ' O-', 'SACCHARIN INSOLUBLE', 'BENZOIC SULFIMIDE', 'SACCHARIMIDE', 'ANHYDRO-O-SULFAMINEBENZOIC ACID', '1', '2-DIHYDRO-2-KETOBENZISOSULFONAZOLE', '2', '3-DIHYDRO-3-OXOBENZISOSULFONAZOLE', 'SULFOBENZIMIDE', ' O-', '1', '2-BENZISOTHIAZOLIN-3-ONE', ' 1', '1-DIOXIDE', '1', '2-BENZISOTHIAZOL-3(2H)-ONE', ' 1', '1-DIOXIDE', 'BENZOIC ACID SULFIMIDE']",['NON-NUTRITIVE SWEETENER'],,,,,
6381-91-5,"SACCHARIN, CALCIUM SALT",['180.37'],"['CALCIUM SACCHARIN', 'CALCIUM O-BENZOSULFIMIDE HYDRATE', 'SACCHARIN CALCIUM', 'CALCIUM SACCHARIN HYDRATE', 'CALCIUM 1', '2-BENZISOTHIAZOLIN-3-ONE 1', '1-DIOXIDE HYDRATE', '1', '2-BENZISOTHIAZOL-3(2H)-ONE', ' 1', '1-DIOXIDE', ' CALCIUM SALT', ' HYDRATE (4:7)', 'BENZOIC ACID SULFIMIDE', ' CALCIUM', 'SACCHARIN', ' CALCIUM SALT']",['NON-NUTRITIVE SWEETENER'],,,,,
128-44-9,"SACCHARIN, SODIUM SALT","['180.37', ' 145.116 ,  145.126 ,  145.131 ,  145.136 ,  145.171 ,  145.176 ,  145.181']","['SODIUM SACCHARIN', 'SACCHARIN SODIUM', ' ANHYDROUS', 'SODIUM O-BENZOSULFIMIDE', '1', '2-BENZISOTHIAZOL-3(2H)-ONE', ' 1', '1-DIOXIDE', ' SODIUM SALT', '1', '2-BENZISOTHIAZOLIN-3-ONE', ' 1', '1-DIOXIDE', ' SODIUM SALT', 'SODIUM 1', '2-BENZISOTHIAZOLIN-3-ONE 1', '1-DIOXIDE', 'SODIUM 1', '2-BENZISOTHIAZOL-3(2H)-ONE 1', '1-DIOXIDE', 'SODIUM SACCHARIN', ' ANHYDROUS', 'SACCHARIN SODIUM', 'BENZOIC ACID SULFIMIDE', ' SODIUM', 'SACCHARIN', ' SODIUM SALT', 'SACCHARIN', ' SODIUM SALT (C7H5NO3S.XNA)']","['ANTIMICROBIAL AGENT', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'NON-NUTRITIVE SWEETENER', 'SOLVENT OR VEHICLE']",2997,3,,,
977127-84-6,SODIUM ACETATE,"['173.31', '182.7', '184.1721']","['SODIUM ACETATE', ' ANHYDROUS OR TRIHYDRATE']","['ANTIMICROBIAL AGENT', 'FLAVORING AGENT OR ADJUVANT', 'PH CONTROL AGENT']",3024,3,25.0,,
532-32-1,SODIUM BENZOATE,"['181.23', '184.1733', '166.110']","['SODIUM BENZOATE', 'BENZOIC ACID', ' SODIUM SALT']","['ANTIMICROBIAL AGENT', 'ANTIOXIDANT', 'COLOR OR COLORING ADJUNCT', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'FUMIGANT', 'PH CONTROL AGENT', 'SURFACE-ACTIVE AGENT']",3025,3,,,
7558-79-4,"SODIUM PHOSPHATE, DIBASIC","['73.85', '173.31', '175.21', '175.3', '181.29', '182.1778', '182.629', '182.6778', '182.8778', ' 133.169 ,  133.173 ,  133.179 ,  135.110 ,  137.305 ,  139.110']","['SODIUM PHOSPHATE', ' DIBASIC', 'DISODIUM PHOSPHATE', ' ANHYDROUS', 'DISODIUM PHOSPHATE', 'DISODIUM ORTHOPHOSPHATE', 'DISODIUM HYDROGEN PHOSPHATE', ' ANHYDROUS', 'DISODIUM HYDROGEN PHOSPHATE', 'PHOSPHORIC ACID', ' DISODIUM SALT', 'SODIUM ACID PHOSPHATE', ' ANHYDROUS', 'SODIUM PHOSPHATE', ' EXSICCATED']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'ANTIMICROBIAL AGENT', 'DRYING AGENT', 'EMULSIFIER OR EMULSIFIER SALT', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'MALTING OR FERMENTING AID', 'PH CONTROL AGENT', 'STABILIZER OR THICKENER', 'TEXTURIZER']",2398,3,,,
7558-80-7,"SODIUM PHOSPHATE, MONOBASIC","['73.85', '172.892', '173.31', '178.101', '182.1778', '182.6085', '182.6778', '182.8778', ' 133.169 ,  133.173 ,  133.179 ,  160.110']","['SODIUM PHOSPHATE', ' MONOBASIC', 'MONOSODIUM PHOSPHATE', 'MONOSODIUM PHOSPHATE', ' ANHYDROUS', 'MONOSODIUM ORTHOPHOSPHATE', 'MONOSODIUM DIHYDROGEN PHOSPHATE', 'MONOSODIUM MONOPHOSPHATE', 'PHOSPHORIC ACID', ' MONOSODIUM SALT', 'SODIUM DIHYDROGEN PHOSPHATE', ' ANHYDROUS', 'SODIUM BIPHOSPHATE', 'SODIUM DIHYDROGEN PHOSPHATE', 'SODIUM ACID PHOSPHATE', 'SODIUM PHOSPHATE (NAH2PO4)']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'ANTIMICROBIAL AGENT', 'DRYING AGENT', 'EMULSIFIER OR EMULSIFIER SALT', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'HUMECTANT', 'LEAVENING AGENT', 'PH CONTROL AGENT']",,,,,
7601-54-9,"SODIUM PHOSPHATE, TRIBASIC","['73.85', '173.31', '178.101', '182.1778', '182.6778', ' 133.169 ,  133.173 ,  133.179']","['SODIUM PHOSPHATE', ' TRIBASIC', 'PHOSPHORIC ACID', ' TRISODIUM SALT', 'SODIUM ORTHOPHOSPHATE', 'SODIUM PHOSPHATE (NA3PO4)', 'SODIUM ORTHOPHOSPHATE', ' TRIBASIC', 'TRISODIUM ORTHOPHOSPHATE']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'DRYING AGENT', 'EMULSIFIER OR EMULSIFIER SALT', 'FORMULATION AID', 'HUMECTANT', 'NUTRIENT SUPPLEMENT', 'PH CONTROL AGENT', 'SEQUESTRANT']",,,,,
304-59-6,SODIUM POTASSIUM TARTRATE,"['184.1804', ' 133.169 ,  133.173 ,  133.179']","['POTASSIUM SODIUM TARTRATE', 'BUTANEDIOIC ACID', ' 2', '3-DIHYDROXY- (R-(R*', 'R*))-', ' MONOPOTASSIUM MONOSODIUM SALT', 'MONOPOTASSIUM MONOSODIUM 2', '3-DIHYDROXYBUTANEDIOATE', ' (R-(R*', 'R*))-', 'MONOPOTASSIUM MONOSODIUM TARTRATE', 'POTASSIUM SODIUM L(+)-TARTRATE', 'SODIUM POTASSIUM TARTRATE', 'TARTARIC ACID', ' MONOPOTASSIUM MONOSODIUM SALT', 'SODIUM POTASSIUM L-TARTRATE']","['EMULSIFIER OR EMULSIFIER SALT', 'PH CONTROL AGENT', 'SEQUESTRANT']",,,,,
137-40-6,SODIUM PROPIONATE,"['179.45', '180.23', '184.1784', ' 133.123 ,  133.124 ,  133.169 ,  133.173 ,  133.179']","['SODIUM PROPIONATE', 'SODIUM PROPANOATE', 'PROPANOIC ACID', ' SODIUM SALT', 'PROPIONIC ACID', ' SODIUM SALT', 'PROPIONATE', ' SODIUM']","['ANTIMICROBIAL AGENT', 'FLAVORING AGENT OR ADJUVANT']",,,,,
7757-81-5,SODIUM SORBATE,"['182.3795', '182.9', ' 133.118 ,  133.121 ,  133.123 ,  133.124 ,  133.169 ,  133.173 ,  133.179 ,  133.187 ,  133.188 ,  166.110']","['SODIUM SORBATE', '2', '4-HEXADIENOIC ACID', ' SODIUM SALT', ' (E', 'E)-', 'SODIUM 2', '4-HEXADIENOATE', ' (E', 'E)-', 'SORBIC ACID', ' SODIUM SALT']",['ANTIMICROBIAL AGENT'],,,,,
868-18-8,SODIUM TARTRATE,"['184.1801', ' 133.169 ,  133.173 ,  133.179']","['SODIUM TARTRATE', 'SODIUM L-TARTRATE', 'BUTANEDIOIC ACID', ' 2', '3-DIHYDROXY- (R-(R*', 'R*))-', ' DISODIUM SALT', 'DISODIUM 2', '3-DIHYDROXYBUTANEDIOATE', ' (R-(R*', 'R*))-', 'TARTARIC ACID', ' DISODIUM SALT', 'DISODIUM L-TARTRATE', 'SODIUM L(+)-TARTRATE']","['EMULSIFIER OR EMULSIFIER SALT', 'PH CONTROL AGENT', 'SEQUESTRANT']",,,,,
110-44-1,SORBIC ACID,"['172.872', '177.226', '181.23', '182.3089', ' 133.118 ,  133.123 ,  133.124 ,  133.169 ,  133.173 ,  133.179 ,  133.187 ,  133.188 ,  166.110']","['SORBIC ACID', '2', '4-HEXADIENOIC ACID', ' (2E', '4E)-', '1', '3-PENTADIENE-1-CARBOXYLIC ACID', ' (E', 'E)-', '2', '4-HEXADIENOIC ACID', ' (E', 'E)-']",['FLAVORING AGENT OR ADJUVANT'],3921,19,,,1176
87-69-4,"TARTARIC ACID, L","['184.1099', ' 163.110 ,  163.111 ,  163.112']","['TARTARIC ACID', ' L-', 'BUTANEDIOIC ACID', ' 2', '3-DIHYDROXY-', ' (R-(R*', 'R*))-', '2', '3-DIHYDROXYBUTANEDIOIC ACID', ' (R-(R*', 'R*))-', 'DEXTROTARTARIC ACID', 'ALPHA', 'BETA-DIHYDROXYSUCCINIC ACID', ' D-', 'TARTARIC ACID', ' L-(+)-']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'DRYING AGENT', 'FIRMING AGENT', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'HUMECTANT', 'LEAVENING AGENT', 'PH CONTROL AGENT']",3044,3,25.0,,621
9000-65-1,"TRAGACANTH, GUM (ASTRAGALUS SPP.)","['184.1351', ' 133.178 ,  133.179']","['TRAGACANTH', 'GUM TRAGACANTH', 'ASTRAGALUS GUM']","['EMULSIFIER OR EMULSIFIER SALT', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'PROCESSING AID', 'SOLVENT OR VEHICLE', 'STABILIZER OR THICKENER', 'SURFACE-FINISHING AGENT']",3079,3,,,
68-04-2,TRISODIUM CITRATE,"['175.3', '179.45', '181.29', '184.1751', ' 131.111 ,  131.112 ,  131.160 ,  131.185 ,  133.169 ,  133.173 ,  133.179']","['SODIUM CITRATE', 'TRISODIUM CITRATE', ' ANHYDROUS', 'TRISODIUM CITRATE', '1', '2', '3-PROPANETRICARBOXYLIC ACID', ' 2-HYDROXY-', ' TRISODIUM SALT', 'TRISODIUM 2-HYDROXY-1', '2', '3-PROPANETRICARBOXYLATE', 'CITRIC ACID', ' TRISODIUM SALT']","['COLOR OR COLORING ADJUNCT', 'EMULSIFIER OR EMULSIFIER SALT', 'FLAVORING AGENT OR ADJUVANT', 'MALTING OR FERMENTING AID', 'NUTRIENT SUPPLEMENT', 'PH CONTROL AGENT', 'SEQUESTRANT', 'STABILIZER OR THICKENER', 'SURFACE-ACTIVE AGENT']",3026,3,,,
977157-28-0,"ANNATTO, SEED (BIXA ORELLANA L.)",[],"['ANNATTO (PLANT)', 'ANNATTO SEED', 'ANNOTTA', 'ANNOTTA SEED', 'ARNOTTA SEED', 'BIXA ORELLANA', 'SEED', ' ANNATTO', 'LIPSTICK TREE', 'ACHIOTE']","['COLOR OR COLORING ADJUNCT', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT']",2104,3,,,
6358-53-8,CITRUS RED NO. 2,['74.302'],"['CITRUS RED NO. 2', '1-(2', '5-DIMETHOXYPHENYLAZO)-2-NAPHTHOL', 'C.I. 12156', 'C.I. SOLVENT RED 80', '2-NAPHTHALENOL', ' 1-((2', '5-DIMETHOXYPHENYL)AZO)-', '2-NAPHTHOL', ' 1-(2', '5-DIMETHOXYPHENYLAZO)-', '2', '5-DIMETHOXYBENZENEAZO-BETA-NAPHTHOL', 'SOLVENT RED 80', '1-((2', '5-DIMETHOXYPHENYL)AZO)-2-NAPHTHALENOL']",['COLOR OR COLORING ADJUNCT'],,,,,
10222-01-2,"2,2-DIBROMO-3-NITRILOPROPIONAMIDE","['173.32', '175.105', '176.17', '176.3']","['2', '2-DIBROMO-3-NITRILOPROPIONAMIDE', 'ACETAMIDE', ' 2', '2-DIBROMO-2-CYANO-', 'DIBROMOCYANOACETAMIDE', '2', '2-DIBROMO-2-CYANOACETAMIDE']",['ANTIMICROBIAL AGENT'],,,,,
16521-38-3,"FD&C BLUE NO. 2, ALUMINUM LAKE","['74.1102', '74.3102', '176.18']","['FD&C BLUE NO. 2-ALUMINUM LAKE', '(DELTA2', '2-BIINDOLINE)-5', ""5'-DISULFONIC ACID"", ' 3', ""3'-DIOXO-"", ' ALUMINUM SALT', 'ALUMINUM 3', ""3'-DIOXO-(DELTA2"", '2-BIINDOLINE)-5', ""5'DISULFONATE"", 'ACID BLUE 74-ALUMINUM LAKE', 'C.I. PIGMENT BLUE 63', 'CERTOLAKE INDIGO CARMINE', 'C.I. 73015-ALUMINUM LAKE', 'C.I. FOOD BLUE 1-ALUMINUM LAKE', 'FOOD BLUE NO. 2-ALUMINUM LAKE', 'C.I. ACID BLUE 74-ALUMINUM LAKE', 'INDIGOTINE-ALUMINUM LAKE', 'INDIGO CARMINE-ALUMINUM LAKE', 'PIGMENT BLUE 63']",['COLOR OR COLORING ADJUNCT'],,,,,
111-66-0,1-OCTENE,"['175.105', '177.152']","['1-OCTENE', 'CAPRYLENE', 'alpha-octene']",['FLAVORING AGENT OR ADJUVANT'],4293,23,,,2191
27029-57-8,POLY(ALKYL(C16-22)ACRYLATE),"['172.886', '178.371']","['POLY(ARACHIDYL ACRYLATE-CO-BEHENYL ACRYLATE-CO-STEARYL ACRYLATE)', 'POLY(ALKYL(C16-22) ACRYLATE)', 'POLY(DOCOSYL 2-PROPENOATE-CO-EICOSYL 2-PROPENOATE-CO-OCTADECYL ACRYLATE)', 'POLY(1-DOCOSANYL ACRYLATE-CO-EICOSYL ACRYLATE-CO-OCTADECYL ACRYLATE)', '2-PROPENOIC ACID', ' DOCOSYL ESTER', ' POLYMER WITH EICOSYL 2-PROPENOATE AND OCTADECYL 2-PROPENOATE', '1-DOCOSANOL', ' ACRYLATE', ' POLYMER WITH EICOSYL ACRYLATE AND OCTADECYL ACRYLATE']",['PROCESSING AID'],,,,,
977051-75-4,POLYETHYLENE GLYCOL (400) DIOLEATE,"['173.34', '176.17', '176.2']","['PEG-8 DIOLEATE', 'POLYETHYLENE GLYCOL 400 DIOLEATE']",['SURFACE-ACTIVE AGENT'],,,,,
977137-78-2,POLYOXYETHYLENE (600) MONORICINOLEATE,"['173.34', '176.2']","['PEG-12 RICINOLEATE', 'PEG-12 MONORICINOLEATE', 'POLYETHYLENE GLYCOL 600 MONORICINOLEATE', 'POLYOXYETHYLENE 600 MONORICINOLEATE']",['SURFACE-ACTIVE AGENT'],,,,,
126-92-1,SODIUM 2-ETHYLHEXYL SULFATE,"['173.315', '175.105', '176.17']","['SODIUM ETHASULFATE', 'SODIUM 2-ETHYLHEXYL SULFATE', '2-ETHYLHEXYL SODIUM SULFATE', 'SULFURIC ACID', ' MONO(2-ETHYLHEXYL) ESTER', ' SODIUM SALT', 'SODIUM MONO(2-ETHYLHEXYL) SULFATE', 'SODIUM ETHYLHEXYL SULFATE']",['WASHING OR SURFACE REMOVAL AGENT'],,,,,
6184-17-4,SODIUM RIBOFLAVIN 5'-PHOSPHATE DIHYDRATE,['184.1697'],"[""monosodium riboflavin 5'-(dihydrogen phosphate) dihydrate"", ""monosodium riboflavine 5'-(dihydrogen phosphate) dihydrate"", ""riboflavin 5'-(dihydrogen phosphate)"", ' monosodium salt', ' dihydrate', ""riboflavine 5'-(dihydrogen phosphate)"", ' monosodium salt', ' dihydrate', 'vitamin B2 phosphate (sodium salt) dihydrate']",['NUTRIENT SUPPLEMENT'],,,,,
67028-40-4,ETHYL (P-TOLYLOXY)ACETATE,[],"['ETHYL (P-TOLYLOXY)ACETATE', 'ACETIC ACID', ' (4-METHYLPHENOXY)-', ' ETHYL ESTER', 'ACETIC ACID', ' P-TOLYLOXY-', ' ETHYL ESTER', 'ETHYL P-CRESOXYACETATE', 'ETHYL (4-METHYLPHENOXY)ACETATE', 'ETHYL P-TOLYLOXYACETATE']","['FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT']",3157,4,,,1027
67-03-8,THIAMINE HYDROCHLORIDE,['184.1875'],"['THIAMINE HYDROCHLORIDE', 'ANEURINE HYDROCHLORIDE', 'THIAMINE CHLORIDE', 'THIAMINE CHLORIDE HYDROCHLORIDE', 'THIAMINE DICHLORIDE', 'THIAMINE', ' MONOHYDROCHLORIDE', 'THIAZOLIUM', ' 3-((4-AMINO-2-METHYL-5-PYRIMIDINYL)METHYL)-5-(2-HYDROXYETHYL)-4-METHYL- CHLORIDE', ' MONOHYDROCHLORIDE', 'VITAMIN B1 HYDROCHLORIDE', '3-((4-AMINO-2-METHYL-5-PYRIMIDINYL)METHYL)-5-(2-HYDROXYETHYL)-4-METHYLTHIAZOLIUM CHLORIDE MONOHYDROCHLORIDE']","['FLAVORING AGENT OR ADJUVANT', 'NUTRIENT SUPPLEMENT']",3322,5,25.0,,1030
68113-55-3,1-HYDROXY-4-METHYL-2-PENTANONE,[],"['1-HYDROXY-4-METHYL-2-PENTANONE', '2-pentanone', ' 1-hydroxy-4-methyl-']",['FLAVORING AGENT OR ADJUVANT'],4463,24,,,1952
471-34-1,CALCIUM CARBONATE,"['73.7', '73.107', '175.3', '176.17', '177.16', '177.168', '177.226', '178.3297', '181.29', '184.1191', ' 137.105 ,  137.185, 137.350']","['CALCIUM CARBONATE', 'CALCIUM CARBONATE', ' PRECIPITATED', 'PRECIPITATED CHALK', 'CARBONIC ACID CALCIUM SALT (1:1)', 'C.I. 77220', 'C.I. PIGMENT WHITE 18', 'PIGMENT WHITE 18']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'COLOR OR COLORING ADJUNCT', 'DRYING AGENT', 'FORMULATION AID', 'HUMECTANT', 'LEAVENING AGENT', 'LUBRICANT OR RELEASE AGENT', 'MASTICATORY SUBSTANCE', 'NUTRIENT SUPPLEMENT', 'PH CONTROL AGENT', 'PROCESSING AID']",,,,,
124-38-9,CARBON DIOXIDE,"['184.124', ' 165.110 , 169.140 ,  169.150']","['CARBON DIOXIDE', 'CARBONIC ACID GAS', 'CARBONIC ANHYDRIDE', 'InChI=1S/CO2/c2-1-3', 'InChIKey: CURLTUGMZLYLDI-UHFFFAOYSA-N']","['ANTIMICROBIAL AGENT', 'ANTIOXIDANT', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'FORMULATION AID', 'FREEZING OR COOLING AGENT', 'DIRECT CONTACT', 'PH CONTROL AGENT', 'PROCESSING AID', 'PROPELLANT', 'SOLVENT']",,,,,
77-92-9,CITRIC ACID,"['73.85', '172.755', '172.861', '173.16', '173.165', '173.28', '178.101', '184.1033', ' 131.111,  131.112,  133.123,  133.124,  133.129,  133.169, 133.173,  133.178,  133.179,  145.134,  145.145,  146.187,  155.130,  161.190,  163.110,  163.111,  163.112,  169.140,  169.150']","['CITRIC ACID', 'CITRIC ACID', ' ANHYDROUS', '2-HYDROXY-1', '2', '3-PROPANETRICARBOXYLIC ACID', 'BETA-HYDROXYTRICARBALLYLIC ACID', '1', '2', '3-PROPANETRICARBOXYLIC ACID', ' 2-HYDROXY-', 'ACIDE CITRIQUE']","['ANTIMICROBIAL AGENT', 'ANTIOXIDANT', 'ENZYME', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'LEAVENING AGENT', 'PH CONTROL AGENT', 'SEQUESTRANT', 'SOLVENT OR VEHICLE', 'SURFACE-ACTIVE AGENT']",2306,3,25.0,,218
