cas_rn,substance,regs,syns
977035-51-0,"ROSIN, PARTIALLY SAPONIFIED","176.2, 178.312, 178.38, 178.385, 178.387",[]
8050-33-7,"ROSIN, PEG ESTER",175.105,"['PEG RESINATE', 'RESIN ACIDS AND ROSIN ACIDS, ETHOXYLATED']"
8050-26-8,"ROSIN, PENTAERYTHRITOL ESTER","175.105, 175.3","['RESIN ACIDS AND ROSIN ACIDS, ESTERS WITH PENTAERYTHRITOL']"
8050-09-7,ROSIN (PINUS SPP.) AND ROSIN DERIVATIVES,"73.1, 172.51, 175.105, 175.125, 176.17, 179.45","['PINE RESIN', 'COLOPHONY']"
65997-05-9,"ROSIN, POLYMERIZED",175.3,"['ROSIN, POLYMERS', 'ABIETIC/ROSIN POLYMER', 'rosin, polymd.']"
68475-38-7,"ROSIN, POLYMERIZED, ETHYLENE GLYCOL ESTER",175.3,"['RESIN ACIDS AND ROSIN ACIDS, POLYMD., ESTERS WITH ETHYLENE GLYCOL']"
68475-37-6,"ROSIN, POLYMERIZED, GLYCEROL ESTER","172.615, 175.3","['GLYCEROL ESTER OF POLYMERIZED ROSIN', 'RESIN ACIDS AND ROSIN ACIDS, POLYMD., ESTERS WITH GLYCEROL']"
65997-12-8,"ROSIN, POLYMERIZED, PENTAERYTHRITOL ESTER",175.3,[]
61790-50-9,"ROSIN, POTASSIUM SALT","175.105, 176.2, 178.312, 178.38, 178.385, 178.387","['POTASSIUM RESINATE', 'POTASSIUM SOAP OF ROSIN', 'ROSIN SOAP, POTASSIUM SALT', 'RESIN ACIDS AND ROSIN ACIDS, POTASSIUM SALTS']"
977035-58-7,"ROSIN, SALIGENATED",,[]
977037-79-8,ROSIN SALT,"175.105, 175.3, 178.387",['ROSIN ACID SOAP']
977049-70-9,ROSIN SIZE,178.387,[]
61790-51-0,"ROSIN, SODIUM SALT","175.105, 176.2, 178.312, 178.38, 178.385, 178.387","['ROSIN SOAP, SODIUM SALT', 'SODIUM SOAP OF ROSIN', 'RESIN ACIDS AND ROSIN ACIDS, SODIUM SALTS']"
977019-97-8,"ROSIN, TALL OIL, GLYCEROL ESTER","172.615, 172.735, 175.105, 175.3, 176.2, 178.312, 178.38, 178.385, 178.387","['GLYCEROL ESTER OF TALL OIL ROSIN', 'ROSIN, TALL OIL, GLYCEROL ESTER']"
9014-63-5,"ROSIN, WOOD","172.21, 172.735, 175.105, 175.3, 176.2, 178.312, 178.38, 178.385, 178.387","['XYLAN', 'ROSIN, WOOD']"
8050-30-4,"ROSIN, WOOD, GLYCEROL ESTER","172.615, 172.735, 175.105, 175.3, 176.2, 178.312, 178.38, 178.385, 178.387","['GLYCEROL ESTER OF WOOD ROSIN', 'ROSIN, WOOD, GLYCEROL ESTER', 'WOOD ROSIN, ESTER WITH 1,2,3-PROPANETRIOL']"
977045-97-8,"ROSIN, WOOD, MALEIC ANHYD. MOD., PENTAERYTHRITOL ESTER, ACID #134-145","172.21, 175.105, 175.3, 176.2, 178.312, 178.38, 178.385, 178.387","['ROSIN, WOOD, MALEIC ANHYDRIDE-MODIFIED, PENTAERYTHRITOL ESTER (ACID #134-145)', 'WOOD ROSIN, MALEIC ANHYDRIDE-MODIFIED, PENTAERYTHRITOL ESTER (ACID #134-145)']"
977045-98-9,"ROSIN, WOOD, MALEIC ANHYD. MOD., PENTAERYTHRITOL ESTER, ACID #176-186","172.21, 175.105, 175.3","['ROSIN, WOOD, MALEIC ANHYDRIDE-MODIFIED, PENTAERYTHRITOL ESTER (ACID #176-186)', 'WOOD ROSIN, MALEIC ANHYDRIDE-MODIFIED, PENTAERYTHRITOL ESTER (ACID #176-186)']"
68607-35-2,"ROSIN, ZIRCONIUM SALT",175.3,"['RESIN ACIDS AND ROSIN ACIDS, ZIRCONIUM SALTS', 'ZIRCONIUM RESINATE']"
9006-00-2,RUBBER HYDROCHLORIDE,"175.105, 175.125, 175.3, 179.45, 181.3",[]
977044-33-9,"RUBBER LATEX, CREPE",175.105,[]
977060-51-7,"RUBBER LATEX, NATURAL","175.105, 175.125","['LATEX, NATURAL RUBBER']"
977011-52-1,"RUBBER, NATURAL","172.615, 175.3, 177.101, 177.12, 177.121, 177.26",['NATURAL RUBBER']
9006-04-6,"RUBBER, NATURAL-SMOKED SHEET AND LATEX SOLIDS (HEVEA BRASILIENSIS)","172.615, 175.125, 175.3","['LATEX', 'LATEX GUM']"
8001-23-8,SAFFLOWER OIL,175.3,"['SAFFLOWER SEED OIL', 'OIL, SAFFLOWER SEED']"
8016-12-4,"SAFFLOWER OIL, EPOXIDIZED",177.121,['EPOXIDIZED SAFFLOWER OIL']
977048-95-5,"SAFFLOWER OIL, EPOXIDIZED-TRIMELLITIC ANHYDRIDE COPOLYMER",177.121,['EPOXIDIZED SAFFLOWER OIL MODIFIED WITH TRIMELLITIC ANHYDRIDE']
93165-34-5,SAFFLOWER OIL FATTY ACIDS,175.3,"['FATTY ACIDS, SAFFLOWER-OIL']"
69-72-7,SALICYLIC ACID,"175.105, 175.3, 177.26","['2-HYDROXYBENZOIC ACID', 'HYDROXYBENZOIC ACID, O-', 'BENZOIC ACID, 2-HYDROXY-', '2-HYDROXYBENZENECARBOXYLIC ACID', '2-CARBOXYPHENOL']"
90-01-7,SALIGENIN,178.387,"['SALIGENIN', 'HYDROXYBENZYL ALCOHOL, O-', 'METHYLOLPHENOL, O-', '2-HYDROXYBENZENEMETHANOL', 'BENZENEMETHANOL, 2-HYDROXY-', 'BENZYL ALCOHOL, O-HYDROXY-', 'ALPHA,2-DIHYDROXYTOLUENE', 'ALPHA-HYDROXY-O-CRESOL', '1-(O-HYDROXYPHENYL)METHANOL', '2-HYDROXYBENZYL ALCOHOL', '2-HYDROXYMETHYLPHENOL', '2-METHYLOLPHENOL']"
977092-22-0,SALTS OF ALPHA-OLEFIN(C10-18) SULFONATE,175.105,"['C14-16 ALPHA-OLEFIN SULFONATE', 'OLEFIN SULFONATE, C14-16, ALPHA-']"
8046-71-7,SALTS OF FATTY ACIDS,"74.302, 172.725, 172.863, 175.105","['SALT, FATTY ACID', 'SALTS OF FATTY ACIDS', 'SOAPS', 'FATTY ACIDS, SOAPS']"
9005-78-1,"SANDARAC, GLYCERYL ESTER","175.105, 175.3","['GLYCEROL ESTER OF SANDARAC', 'GLYCERIDES, SANDARAC']"
9000-57-1,SANDARAC (TETRACLINIS ARTICULATA (VAHL.) MAST.),"172.51, 175.105, 175.3","['SANDARAC RESIN', 'TETRACLINIS ARTICULATA RESIN', 'CALLITRIS QUADRIVALVIS RESIN', 'SANDARAC MUCILAGE']"
111-20-6,SEBACIC ACID,"175.105, 175.3, 175.32, 177.139, 177.15, 177.163, 177.242","['DECANEDIOIC ACID', '1,10-DECANEDIOIC ACID']"
17540-75-9,"4-SEC-BUTYL-2,6-DI-TERT-BUTYLPHENOL",175.105,"['PHENOL, 2,6-BIS(1,1-DIMETHYLETHYL)-4-(1-METHYLPROPYL)-', 'PHENOL, 4-SEC-BUTYL-2,6-DI-TERT-BUTYL-', '2,6-BIS(1,1-DIMETHYLETHYL)-4-(1-METHYLPROPYL)PHENOL']"
924-63-0,SEC-BUTYL MALEATE,176.17,"['(1-METHYLPROPYL) HYDROGEN 2-BUTENEDIOATE, (Z)-', 'BUTYL HYDROGEN MALEATE, SEC-', 'MALEIC ACID, MONO-SEC-BUTYL ESTER', '2-BUTENEDIOIC ACID (Z)-, MONO(1-METHYLPROPYL) ESTER']"
2998-18-7,SEC-BUTYL METHACRYLATE,177.101,"['BUTYL METHACRYLATE, SEC-', 'METHACRYLIC ACID, SEC-BUTYL ESTER', '2-PROPENOIC ACID, 2-METHYL-, 1-METHYLPROPYL ESTER', '1-METHYLPROPYL 2-METHYL-2-PROPENOATE']"
9048-46-8,SERUM ALBUMIN,175.105,"['ALBUMIN, BLOOD', 'ALBUMIN, SERUM', 'ALBUMINS, BLOOD SERUM']"
8008-74-0,SESAME OIL,175.3,"['SESAME SEED OIL', 'Sesamum indicum seed oil', 'GINGILLI OIL', 'TEEL OIL', 'GINGELLY OIL', 'BENNE SEED OIL']"
977176-52-5,SESAME OIL FATTY ACIDS,175.3,[]
9000-59-3,"SHELLAC, PURIFIED","73.1, 175.105, 175.3, 175.38, 175.39","['LACCA', 'CANDY GLAZE', ""CONFECTIONER'S GLAZE"", 'SHELLAC, PURIFIED', 'GUM LAC', 'LAC RESIN', 'RESINS, LAC OR SHELLAC']"
977108-35-2,SILANE COUPLED SILICA,175.3,[]
63231-67-4,SILICA GEL,175.39,[]
1343-98-2,SILICIC ACID,177.12,['PRECIPITATED SILICA']
7631-86-9,SILICON DIOXIDE,"73.1, 73.575, 172.23, 172.48, 173.34, 175.105, 175.3, 175.32, 176.17, 176.18, 176.2, 176.21, 177.12, 177.225, 177.242, 177.26, 182.9, 160.105 ,  160.185",['SILICON DIOXIDE']
63148-53-8,SILOXANES AND SILICONES,"175.105, 175.3, 175.32, 176.17, 177.26","['POLYSILOXANE', 'SILICONES', 'SILICONE', 'polysiloxanes']"
116810-47-0,"SILOXANES AND SILICONES, DIMETHYL, 3-HYDROXYPROPYL GROUP-TERMINATED, DIESTERS WITH POLY(2-OXEPANONE), DIACETATES","175.3, 177.135","['ALPHA,OMEGA-BIS(3-HYDROXYPROPYL)DIMETHYLPOLYSILOXANE, REACTION PRODUCT WITH EPSILON-CAPROLACTONE, ACETYLATED', 'SILOXANES AND SILICONES, DI-ME, 3-HYDROXYPROPYL GROUP-TERMINATED, DIESTERS WITH 2-OXEPANONE HOMOPOLYMER ACETATE']"
68937-55-3,"SILOXANES AND SILICONES, DIMETHYL, METHYL HYDROGEN, REACTION PRODUCTS WITH POLYETHYLENE-POLYPROPYLENE GLYCOL MONOALLYL ETHER",176.21,"['DIMETHYL, 3-HYDROXYPROPYL METHYL, ETHOXYLATED PROPOXYLATED POLYSILOXANE', 'SILOXANES AND SILICONES, DI-ME, 3-HYDROXYPROPYL ME, ETHOXYLATED PROPOXYLATED', 'SILOXANES AND SILICONES, DIMETHYL, METHYL HYDROGEN, REACTION PRODUCTS WITH POLYETHYLENE-POLYPROPYLENE GLYCOL MONOALLYL ETHER', 'DIMETHYL, METHYL HYDROGEN POLYSILOXANE-PEG/PPG MONOALLYL ETHER REACTION PRODUCT']"
182635-99-0,"SILOXANES AND SILICONES, METHYL HYDROGEN REACTION PRODUCTS WITH 2,2,6,6-TETRAMETHYL-4-(2-PROPENYLOXY) PIPERIDINE",178.201,"['METHYL HYDROGEN POLYSILOXANE, REACTION PRODUCTS WITH 2,2,6,6-TETRAMETHYL-4-(2-PROPENYLOXY)PIPERIDINE', 'SILOXANES AND SILICONES, ME HYDROGEN, REACTION PRODUCTS WITH 2,2,6,6-TETRAMETHYL-4-(2-PROPENYLOXY)PIPERIDINE', 'SILOXANES AND SILICONES, METHYL HYDROGEN, REACTION PRODUCTS WITH 2,2,6,6-TETRAMETHYL-4-(2-PROPENYLOXY)PIPERIDINE']"
144635-08-5,"SILOXANES (SILICONES), DIMETHYL, ISOPROPYL METHYL, METHYL 1-METHYL-C9-49-ALKYL",176.17,"['POLY(ALKYL(C1)HYDROGENSILOXANE(C10-50)-CO-PROPYLENE), ADDITION PRODUCT', 'SILOXANES AND SILICONES, DI-ME, ISO-PR ME, ME 1-METHYL-C9-49-ALKYL', 'SILOXANES (SILICONES), DIMETHYL, ISOPROPYL METHYL, METHYL 1-METHYL-C9-49-ALKYL']"
977176-35-4,"SILOXANES (SILICONES), DIMETHYL, ISOPROPYL, METHYL, METHYL 1-METHYL- C9-49 - ALKYL",,[]
7783-90-6,SILVER CHLORIDE,"175.3, 176.17","['SILVER CHLORIDE (AGCL)', 'SILVER(I) CHLORIDE', 'SILVER MONOCHLORIDE']"
977177-39-1,SILVER CHLORIDE-COATED TITANIUM DIOXIDE,"175.3, 175.32, 176.17",['SILVER CHLORIDE-COATED TITANIUM DIOXIDE']
7775-41-9,SILVER FLUORIDE,176.3,"['ARGENTOUS FLUORIDE', 'SILVER MONOFLUORIDE', 'SILVER FLUORIDE (AGF)']"
7761-88-8,SILVER NITRATE,"172.167, 176.3","['NITRIC ACID SILVER (1+) SALT', 'SILVER(1+) NITRATE']"
7440-23-5,SODIUM,"176.2, 177.12, 177.226",[]
14351-66-7,SODIUM ABIETATE,,"['ROSIN SOAP', 'SODIUM RESINATE', 'SODIUM RESIN SOAP', '1-PHENANTHRENECARBOXYLIC ACID, 1,2,3,4,4A,4B,5,6,10,10A-DECAHYDRO-1,4A-DIMETHYL-7-(1-METHYLETHYL)-, SODIUM SALT, (1R-(1ALPHA,4ABETA,4BALPHA,10AALPHA))-', 'SODIUM 1,2,3,4,4A,4B,5,6,10,10A-DECAHYDRO-1,4A-DIMETHYL-7-(1-METHYLETHYL)-1-PHENANTHRENECARBOXYLATE, (1R-(1ALPHA,4ABETA,4BALPHA,10AALPHA))-', 'PODOCARPA-7,13-DIEN-15-OIC ACID, 13-ISOPROPYL-, SODIUM SALT', 'SODIUM 13-ISOPROPYLPODOCARPA-7,13-DIEN-15-OATE']"
977111-16-2,SODIUM ALKYL (C9-C15) BENZENE-SULFONATE,"176.18, 176.21",['C9-15 ALKYLBENZENESULFONATE SODIUM']
8046-53-5,SODIUM N-ALKYLBENZENESULFONATE,"173.315, 175.105","['BENZENESULFONIC ACID, ALKYL DERIVS., SODIUM SALTS', 'SODIUM N-ALKYLBENZENESULFONATE']"
977047-82-7,"SODIUM ALKYL(C10-16)BENZENESULFONATE, LINEAR",178.34,"['C10-16 ALKYLBENZENESULFONIC ACID, LINEAR, SODIUM SALT', 'SODIUM C10-16 n-ALKYLBENZENESULFONATE']"
977098-74-0,SODIUM ALKYLPHENOXYBENZENEDISULFONATE,178.34,"['SODIUM ALKYLDIPHENYL ETHER DISULFONATE', 'DISODIUM MONOALKYLPHENOXYBENZENEDISULFONATE']"
68037-49-0,SODIUM ALKYL(C10-18)SULFONATE,"178.313, 178.34","['C10-18 ALKYLSULFONIC ACID, SODIUM SALT', 'SODIUM ALKYLSULFONATE, C10-18', 'SULFONIC ACIDS, C10-18-ALKANE, SODIUM SALTS', 'SODIUM ALKANESULFONATE, C10-18', 'SODIUM ALKYL(C10-18)SULFONATE']"
977104-03-2,SODIUM ALPHA-ALKYL(C12-15)-OMEGA-HYDROXYPOLY (OXYETHYLENE) SULFATE,178.101,"['ALKYL(C12-15) PEG SODIUM SULFATE', 'C12-15 ALKYL PEG SODIUM SULFATE', 'PEG ALKYL(C12-15) SODIUM SULFATE', 'SODIUM PEG ALKYL ETHER SULFATE, C12-15', 'SODIUM ALPHA-ALKYL(C12-15)-OMEGA-HYDROXYPOLY(OXYETHYLENE) SULFATE']"
13007-85-7,SODIUM ALPHA-GLUCOHEPTONATE,176.15,"['D-GLYCERO-D-GULO-HEPTONIC ACID, MONOSODIUM SALT', 'MONOSODIUM D-GLYCERO-D-GULOHEPTONATE', 'SODIUM GLUCEPTATE']"
130-14-3,SODIUM ALPHA-NAPHTHALENE SULFONATE,175.105,"['SODIUM ALPHA-NAPHTHALENESULFONATE', 'SODIUM ALPHA-NAPHTHALENE SULFONATE', 'SODIUM 1-NAPHTHYLSULFONATE', '1-NAPHTHALENESULFONIC ACID, SODIUM SALT']"
10305-79-0,SODIUM ALUMINUM PYROPHOSPHATE,175.105,"['ALUMINIUM SODIUM DIPHOSPHATE', 'DIPHOSPHORIC ACID, ALUMINUM SODIUM SALT']"
131-08-8,SODIUM 2-ANTHRAQUINONESULFONATE,"175.105, 177.26","['SODIUM 9,10-DIHYDRO-9,10-DIOXO-2-ANTHRACENESUFONATE', 'SODIUM BETA-ANTHRAQUINONESULFONATE', 'SODIUM 9,10-ANTHRAQUINONE-2-SULFONATE', '2-ANTHRAQUINONESULFONIC ACID, SODIUM SALT', '2-ANTHRACENESULFONIC ACID, 9,10-DIHYDRO-9,10-DIOXO-, SODIUM SALT']"
144-55-8,SODIUM BICARBONATE,"73.85, 173.385, 178.101, 184.1736, 137.180 ,  137.270 ,  155.191 ,  163.110 ,  163.111 ,  163.112","['BICARBONATE OF SODA', 'MONOSODIUM CARBONATE', 'SODIUM ACID CARBONATE', 'CARBONIC ACID MONOSODIUM SALT', 'SODIUM HYDROGEN CARBONATE', 'BICARBONATE DE SODIUM', 'BAKING SODA (SODIUM BICARBONATE)']"
7775-05-5,"SODIUM 1,4-BIS(1-ISOBUTYL-3-METHYLBUTYL) SULFOSUCCINATE","177.12, 177.15, 177.28","['BUTANEDIOIC ACID, SULFO-, 1,4-BIS(3-METHYL-1-(2-METHYLPROPYL)BUTYL) ESTER, SODIUM SALT', 'SODIUM 1,4-BIS(2,6-DIMETHYL-4-HEPTYL) SULFOSUCCINATE', 'SODIUM 1,4-BIS(3-METHYL-1-(2-METHYLPROPYL)BUTYL) SULFOBUTANEDIOATE', 'SODIUM BIS(2,6-DIMETHYLHEPTYL-4) SULFOSUCCINATE', 'SUCCINIC ACID, SULFO-, 1,4-BIS(1-ISOBUTYL-3-METHYLBUTYL) ESTER, SODIUM SALT']"
2673-22-5,SODIUM BIS(TRIDECYL) SULFOSUCCINATE,"175.105, 176.18, 178.34","['BUTANEDIOIC ACID, SULFO-, 1,4-DITRIDECYL ESTER, SODIUM SALT', 'SODIUM 1,4-DITRIDECYL SULFOSUCCINATE', 'SODIUM 1,4-DITRIDECYL SULFOBUTANEDIOATE', 'SUCCINIC ACID, SULFO-, 1,4-DITRIDECYL ESTER, SODIUM SALT', 'SODIUM BIS(TRIDECYL) SULFOSUCCINATE']"
7681-38-1,SODIUM BISULFATE,175.105,"['SODIUM HYDROGEN SULFATE', 'SULFURIC ACID, MONOSODIUM SALT', 'MONOSODIUM SULFATE', 'SODIUM ACID SULFATE', 'SODIUM PYROSULFATE', 'SODIUM SULFATE (NAHSO4)']"
7631-90-5,SODIUM BISULFITE,"173.31, 177.12, 182.3739, 161.173","['SODIUM ACID SULFITE', 'SODIUM HYDROGEN SULFITE', 'SULFUROUS ACID, MONOSODIUM SALT', 'MONOSODIUM SULFITE']"
1330-43-4,SODIUM BORATE,181.3,"['BORAX, FUSED', 'BORON SODIUM OXIDE (B4NA2O7)', 'BORIC ACID (H2B4O7), DISODIUM SALT', 'BORAX, ANHYDROUS', 'BORAX GLASS', 'DISODIUM TETRABORATE', 'SODIUM BIBORATE', 'SODIUM TETRABORATE (Na2B4O7)', 'SODIUM PYROBORATE', 'SODIUM TETRABORATE']"
7647-15-6,SODIUM BROMIDE,178.101,['SODIUM BROMIDE (NABR)']
1344-03-2,SODIUM CALCIUM SILICATE,175.105,"['CALCIUM SODIUM SILICATE', 'SILICIC ACID, CALCIUM SODIUM SALT']"
9010-03-1,SODIUM CAPRYL POLYPHOSPHATE,175.105,"['POLYPHOSPHORIC ACIDS, OCTYL ESTERS, SODIUM SALTS', 'SODIUM OCTYL POLYPHOSPHATE']"
39346-76-4,SODIUM CARBOXYMETHYL GUAR GUM,176.17,"['GUAR GUM, CARBOXYMETHYL ETHER, SODIUM SALT']"
1120-01-0,SODIUM CETYL SULFATE,"177.12, 177.121","['SODIUM HEXADECYL SULFATE', '1-HEXADECANOL, HYDROGENSULFATE, SODIUM SALT', '1-HEXADECANOL, HYDROGEN SULFATE SODIUM SALT', 'SODIUM MONOHEXADECYL SULFATE', 'SODIUM 1-HEXADECANOL HYDROGEN SULFATE']"
7775-09-9,SODIUM CHLORATE,"175.105, 178.312","['CHLORIC ACID, SODIUM SALT']"
7758-19-2,SODIUM CHLORITE,"172.892, 173.325, 175.105, 186.175","['CHLOROUS ACID, SODIUM SALT']"
7775-11-3,SODIUM CHROMATE,175.105,"['DISODIUM CHROMATE', 'CHROMIC ACID (H2CRO4), DISODIUM SALT', 'CHROMIUM DISODIUM OXIDE']"
132-43-4,SODIUM N-CYCLOHEXYL-N-PALMITOYL TAURATE,178.101,"['ETHANESULFONIC ACID, 2-(CYCLOHEXYL(1-OXOHEXADECYL)AMINO)-, SODIUM SALT', 'SODIUM 2-(CYCLOHEXYL(1-OXOHEXADECYL)AMINO)ETHANESULFONATE', 'TAURINE, N-CYCLOHEXYL-N-PALMITOYL-, SODIUM SALT']"
1322-98-1,SODIUM DECYLBENZENESULFONATE,"172.21, 175.3, 176.17, 177.121, 177.26","['BENZENESULFONIC ACID, DECYL-, SODIUM SALT']"
142-87-0,SODIUM DECYL SULFATE,"175.105, 177.121","['SULFURIC ACID, MONODECYL ESTER, SODIUM SALT', 'SODIUM MONODECYL SULFATE', 'DECYL SODIUM SULFATE']"
4418-26-2,SODIUM DEHYDROACETATE,"172.13, 175.105","['SDHA', 'SODIUM 3-ACETYL-6-METHYL-2,4-PYRANDIONE', 'SODIUM 3-ACETYL-6-METHYL-2H-PYRAN-2,4(3H)-DIONE', '2H-PYRAN-2,4(3H)-DIONE, 3-ACETYL-6-METHYL-, ION(1-), SODIUM SALT']"
977047-81-6,SODIUM DIALKYLPHENOXYBENZENEDISULFONATE,178.34,['disodium dialkylphenoxybenzenedisulfonate']
977098-72-8,SODIUM DIALKYL(C8-16)PHENOXYBENZENEDISULFONATE,178.34,['disodium dialkyl(C8-16)phenoxybenzenedisulfonate']
136-30-1,SODIUM DIBUTYLDITHIOCARBAMATE,177.26,"['CARBAMODITHIOIC ACID, DIBUTYL-, SODIUM SALT', 'CARBAMIC ACID, DIBUTYLDITHIO-, SODIUM SALT', 'SODIUM N,N-DIBUTYLDITHIOCARBAMATE']"
25417-20-3,SODIUM DIBUTYL NAPHTHALENE SULFONATE,177.165,"['NAPHTHALENESULFONIC ACID, DIBUTYL-, SODIUM SALT']"
2893-78-9,SODIUM DICHLOROISOCYANURATE,178.101,[]
23386-52-9,"SODIUM 1,4-DICYCLOHEXYL SULFOSUCCINATE",178.34,"['BUTANEDIOIC ACID, SULFO-, 1,4-DICYCLOHEXYL ESTER, SODIUM SALT', 'DICYCLOHEXYL SODIUM SULFOSUCCINATE', 'SODIUM 1,4-DICYCLOHEXYL SULFOSUCCINATE', 'SUCCINIC ACID, SULFO-, 1,4-DICYCLOHEXYL ESTER, SODIUM SALT', 'SODIUM 1,4-DICYCLOHEXYL SULFOBUTANEDIOATE', 'SUCCINIC ACID, SULFO-, DICYCLOHEXYL ESTER, SODIUM SALT']"
977183-94-0,SODIUM DI(2-ETHYLHEXOATE),175.105,['SODIUM DI(2-ETHYLHEXOATE)']
1322-99-2,SODIUM DI(2-ETHYLHEXYL) PYROPHOSPHATE,175.105,"['DIPHOSPHORIC ACID, BIS(2-ETHYLHEXYL) ESTER, SODIUM SALT', 'PYROPHOSPHORIC ACID, BIS(2-ETHYLHEXYL) ESTER, SODIUM SALT', 'SODIUM BIS(2-ETHYLHEXYL) PYROPHOSPHATE', 'SODIUM BIS(2-ETHYLHEXYL) DIPHOSPHATE']"
3006-15-3,"SODIUM 1,4-DIHEXYL SULFOSUCCINATE","175.105, 176.17, 177.121, 178.34","['BUTANEDIOIC ACID, SULFO-, 1,4-DIHEXYL ESTER, SODIUM SALT', 'DIHEXYL SODIUM SULFOSUCCINATE', 'SODIUM 1,4-DIHEXYL SULFOSUCCINATE', 'SUCCINIC ACID, SULFO-, 1,4-DIHEXYL ESTER, SODIUM SALT', 'SODIUM 1,4-DIHEXYL SULFOBUTANEDIOATE']"
1337-63-9,SODIUM DIISOBUTYLPHENOXYDIETHOXYETHYLSULFONATE,"175.105, 176.18","['ETHANESULFONIC ACID, (BIS(2-METHYLPROPYL)PHENOXY)DIETHOXY-, SODIUM SALT', 'SODIUM (BIS(2-METHYLPROPYL)PHENOXY)DIETHOXYETHANESULFONATE', 'SODIUM DIISOBUTYLPHENOXYDIETHOXYETHYL SULFONATE']"
1337-61-7,SODIUM DIISOBUTYLPHENOXYMONOETHOXYETHYLSULFONATE,"175.105, 176.18","['ETHANESULFONIC ACID, (BIS(2-METHYLPROPYL)PHENOXY)ETHOXY-, SODIUM SALT', 'SODIUM (BIS(2-METHYLPROPYL)PHENOXY)ETHOXYETHANESULFONATE', 'SODIUM DIIISOBUTYLPHENOXYMONOETHOXYETHYL SULFONATE']"
127-39-9,"SODIUM 1,4-DIISOBUTYL SULFOSUCCINATE",178.34,"['BUTANEDIOIC ACID, SULFO-, 1,4-BIS(2-METHYLPROPYL) ESTER, SODIUM SALT', 'DIISOBUTYL SODIUM SULFOSUCCINATE', 'SODIUM 1,4-DIISOBUTYL SULFOSUCCINATE', 'SODIUM 1,4-BIS(2-METHYLPROPYL) SULFOBUTANEDIOATE', 'SUCCINIC ACID, SULFO-, 1,4-DIISOBUTYL ESTER, SODIUM SALT']"
1322-93-6,SODIUM DIISOPROPYLNAPHTHALENESULFONATE,175.105,"['NAPHTHALENESULFONIC ACID, BIS(1-METHYLETHYL)-, SODIUM SALT', 'NAPHTHALENESULFONIC ACID, DIISOPROPYL-, SODIUM SALT', 'SODIUM DIISOPROPYLNAPHTHALENESULFONATE']"
128-04-1,SODIUM DIMETHYLDITHIOCARBAMATE,"173.32, 175.105, 176.3, 177.26","['BROGDEX 555', 'DIBAM', 'CARBAMODITHIOIC ACID, DIMETHYL-, SODIUM SALT', 'CARBAMIC ACID, DIMETHYLDITHIO-, SODIUM SALT', 'SDMDTC', 'SODIUM DIMETHYLCARBAMODITHIOATE']"
3965-55-7,"SODIUM 1,3-DIMETHYL 5-SULFOISOPHTHALATE",175.105,"['DIMETHYL SODIUM 5-SULFOISOPHTHALATE', 'DIMETHYL 5-(SODIOSULFO)ISOPHTHALATE', 'ISOPHTHALIC ACID, 5-SULFO-, 1,3-DIMETHYL ESTER, SODIUM SALT', 'SODIUM DIMETHYL 5-SULFOISOPHTHALATE', 'SODIUM 1,3-DIMETHYL 5-SULFO-1,3-BENZENEDICARBOXYLATE', 'SODIUM 3,5-BIS(METHOXYCARBONYL)BENZENESULFONATE', '1,3-BENZENEDICARBOXYLIC ACID, 5-SULFO-, 1,3-DIMETHYL ESTER, SODIUM SALT']"
922-80-5,"SODIUM 1,4-DIPENTYL SULFOSUCCINATE",178.34,"['BUTANEDIOIC ACID, SULFO-, 1,4-DIPENTYL ESTER, SODIUM SALT', 'DIAMYL SODIUM SULFOSUCCINATE', 'SODIUM 1,4-DIPENTYL SULFOSUCCINATE', 'SODIUM 1,4-DIPENTYL SULFOBUTANEDIOATE', 'SUCCINIC ACID, SULFO-, 1,4-DIPENTYL ESTER, SODIUM SALT', 'SODIUM DIPENTYL SULFOSUCCINATE']"
2958-14-7,SODIUM DISTEARYL PHOSPHATE,176.21,"['MONOSODIUM DISTEARYL PHOSPHATE', 'OCTADECYL SODIUM PHOSPHATE', 'SODIUM OCTADECYL PHOSPHATE', 'SODIUM DISTEARYL PHOSPHATE']"
10491-31-3,SODIUM DI(P-TERT-BUTYLPHENYL) PHOSPHATE,178.3295,"['PHENOL, 4-(1,1-DIMETHYLETHYL)-, HYDROGEN PHOSPHATE, SODIUM SALT', 'PHENOL, P-TERT-BUTYL-, HYDROGEN PHOSPHATE, SODIUM SALT', 'SODIUM DI(4-(1,1-DIMETHYLETHYL)PHENOL) HYDROGEN PHOSPHATE', 'SODIUM BIS(4-TERT-BUTYLPHENYL)PHOSPHATE', 'SODIUM BIS(P-TERT-BUTYLPHENYL) PHOSPHATE', 'SODIUM DI(4-TERT-BUTYLPHENYL) PHOSPHATE']"
25155-30-0,SODIUM DODECYLBENZENESULFONATE,"173.315, 175.3, 175.32, 175.365, 177.101, 177.12, 177.163, 177.26, 177.28, 178.101, 178.312","['BENZENESULFONIC ACID, DODECYL-, SODIUM SALT', 'DODECYLBENZENE SODIUM SULFONATE']"
30496-07-2,SODIUM DODECYLPHENOXYBENZENEDISULFONATE,175.105,"['BENZENESULFONIC ACID, DODECYL(SULFOPHENOXY)-, SODIUM SALT']"
